URN,Perseus,Text,SOL
urn:cts:greekLit:tlg1389.tlg001.dc3:σεμναὶ_θεαί,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.semnai_theai,Σεμναὶ θεαί: οὕτω καλοῦσιν Ἀθηναῖοι τὰς Ἐρινύας.,
urn:cts:greekLit:tlg1389.tlg001.dc3:σέρρειον_τεῖχος_καὶ_σίριον,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.serreion_teichos,Σέρρειον τεῖχος καὶ Σίριον: ὀνόματα χωρίων.,
urn:cts:greekLit:tlg1389.tlg001.dc3:σεσημασμένωι,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.sesemasmenoi,"Σεσημασμένωι: ἀντὶ τοῦ ἐσφραγισμένῳ <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ περὶ τοῦ ὀνόματος, <person TLG=""0030"">Ὑπερείδης</person> ἐν τῷ κατ' Ἀντίου ὀρφανικῷ.",
urn:cts:greekLit:tlg1389.tlg001.dc3:σεύθης,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.seuthes,"Σεύθης: <person TLG=""0540"">Λυσίας</person> ἐν τῷ κατὰ Θρασυβούλου. ἔστι δὲ εἷς τῶν ἐν Θρᾴκῃ βασιλέων.",
urn:cts:greekLit:tlg1389.tlg001.dc3:σηκός,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.sekos,"Σηκός: ἐπιγράφεταί τις λόγος <person TLG=""0540"">Λυσίου</person> ἐν τῇ τῆς εὐσεβείας <work TLG=""0540.043"">περὶ τοῦ σηκοῦ</work> ἀπολογίᾳ, ἐν ᾧ δῆλόν ἐστιν ὡς περὶ ἐλαίας ἐκκοπείσης ὁ λόγος ἐστί. γράφει δὲ καὶ ταυτὶ ὁ ῥήτωρ <q TLG=""0540.043.10"">ὃς δύο ἔτη ἐγεώργησεν οὔτε ἰδίαν ἐλαίαν οὔτε μορίαν οὔτε σηκὸν παραλαβών.</q> μήποτε οὖν τὰς μὲν ἰδιωτικὰς ἐλαίας καλοῦσι, τὰς δὲ δημοσίας μορίας· σηκὸν δὲ, ὡς ἔοικε, καὶ μορίαν ὀνομάζουσι τὴν αὐτήν.","sigma,302"
urn:cts:greekLit:tlg1389.tlg001.dc3:σηράγγιον,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.seraggion,"Σηράγγιον: <person TLG=""0540"">Λυσίας</person> ἐν τῷ κατ' Ἀνδροτίωνος. χωρίον τι τοῦ Πειραιῶς οὕτως ἐκαλεῖτο. μνημονεύει δ' αὐτοῦ καὶ <person TLG=""0019"">Ἀριστοφάνης</person> ἐν Γεωργοῖς.",
urn:cts:greekLit:tlg1389.tlg001.dc3:σημεῖα,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.semeia,"Σημεῖα: οὕτω λέγουσι τὰς σφραγῖδας. <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.042"">πρὸς Φαίνιππον</work>.","sigma,321"
urn:cts:greekLit:tlg1389.tlg001.dc3:σθένελος,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.sthenelos,"Σθένελος: <person TLG=""0540"">Λυσίας</person> ἐν τῷ πρὸς Διογένην. καὶ ἐν ταῖς Διδασκαλίαις εὑρίσκεται ὁ Σθένελος τραγῳδίας ποιητής. ἐκωμῴδει δὲ αὐτὸν ὁ τοὺς Πλάτωνος Λάκωνας γράψας ὡς τἀλλότρια ἔπη σφετεριζόμενον.",
urn:cts:greekLit:tlg1389.tlg001.dc3:σίγειον,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.sigeion,"Σίγειον: <person TLG=""0014"">Δημοσθένης</person> Φιλιππικοῖς<ref TLG=""0014.002.28""/>. πόλις ἐστὶ τῆς Τρῳάδος, οὐκ ἄπωθεν τοῦ Ἰλίου.","sigma,372"
urn:cts:greekLit:tlg1389.tlg001.dc3:σῖμος,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.simos,"Σῖμος: <person TLG=""0014"">Δημοσθένης</person> <work TLG=""0014.018"">ὑπὲρ Κτησιφῶντος</work>. εἷς τῶν Ἀλευαδῶν οὗτός ἐστι τῶν δοκούντων συμπρᾶξαι τῷ Μακεδόνι.","sigma,438"
urn:cts:greekLit:tlg1389.tlg001.dc3:σιμύλος,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.simulos,"Σιμύλος: <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.018"">ὑπὲρ Κτησιφῶντός</work> φησιν <q TLG=""0014.018.262"">ἀλλὰ μισθώσας ἑαυτὸν τοῖς βαρυστόνοις ὑποκριταῖς Σιμύλῳ καὶ Σωκράτει.</q>","sigma,449"
urn:cts:greekLit:tlg1389.tlg001.dc3:σίμων,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.simon,Σίμων: ὄνομα κύριον.,
urn:cts:greekLit:tlg1389.tlg001.dc3:σινώπη,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.sinope,"Σινώπη: <person TLG=""0014"">Δημοσθένης</person> <work TLG=""0014.018"">ὑπὲρ Κτησιφῶντος</work>. Ἡρόδικος ἐν ϛ Κωμῳδουμένων φησὶν ὅτι Σινώπη ἡ ἑταίρα Ἄβυδος ἐλέγετο διὰ τὸ γραῦς εἶναι.",
urn:cts:greekLit:tlg1389.tlg001.dc3:σιπύα,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.sipua,"Σιπύα: <person TLG=""0540"">Λυσίας</person> ἐν τῷ περὶ ἡμικληρίου τῶν Μακαρτάτου χρημάτων. σιτηρὸν ἀγγεῖόν ἐστιν ἡ σιπύα, ἔστι δὲ πολλάκις παρὰ τοῖς ἀρχαίοις κωμικοῖς· <person TLG=""0461"">Εὔπολις</person> Χρυσῷ γένει, <person TLG=""0019"">Ἀριστοφάνης</person> Τελμησεῦσιν.",
urn:cts:greekLit:tlg1389.tlg001.dc3:σιτηρέσιον,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.siteresion,"Σιτηρέσιον: τὸ διδόμενόν τισιν εἰς τροφήν· <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.050"">περὶ τριηραρχήματος</work>.",
urn:cts:greekLit:tlg1389.tlg001.dc3:σῖτος,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.sitos,"Σῖτος: <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.027"">κατ' Ἀφόβου α</work>. σῖτος καλεῖται ἡ διδομένη πρόσοδος εἰς τροφὴν ταῖς γυναιξὶν ἢ τοῖς ὀρφανοῖς, ὡς ἐξ ἄλλων τε μαθεῖν ἔστι καὶ ἐκ τοῦ Σόλωνος α ἄξονος καὶ ἐκ τῆς Ἀριστοτέλους <work TLG=""0086.003"">Ἀθηναίων πολιτείας</work>. Τιμαχίδας δὲ ἡγεῖται παρὰ τοῖς Ἀττικοῖς σῖτον λέγεσθαι τὸν τόκον, ἀγνοεῖ δὲ ὅτι ἓν ἀνθ' ἑνὸς οὐδέποτε παρ' αὐτοῖς ὁ τόκος σῖτος καλεῖται.","sigma,502"
urn:cts:greekLit:tlg1389.tlg001.dc3:σιτοφύλακες,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.sitofulakes,"Σιτοφύλακες: <person TLG=""0029"">Δείναρχος</person> ἐν τῇ κατὰ Καλλισθένους εἰσαγγελίᾳ. ἀρχή τις ἦν Ἀθήνησιν ἥτις ἐπεμελεῖτο ὅπως ὁ σῖτος δικαίως πραθήσεται καὶ τὰ ἄλφιτα καὶ οἱ ἄρτοι. ἦσαν δὲ τὸν ἀριθμὸν ι, ε μὲν ἐν ἄστει, ε δ' ἐν Πειραιεῖ, ὡς <person TLG=""0086"">Ἀριστοτέλης</person> ἐν <work TLG=""0086.003"">Ἀθηναίων πολιτείᾳ</work>.",
urn:cts:greekLit:tlg1389.tlg001.dc3:σκαμβωνίδαι,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.skambonidai,"Σκαμβωνίδαι: <person TLG=""0034"">Λυκοῦργος</person> ἐν τῇ διαδικασίᾳ Κροκωνιδῶν. ἔστι δὲ δῆμος τῆς Λεοντίδος.",
urn:cts:greekLit:tlg1389.tlg001.dc3:σκαφηφόροι,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.skafeforoi,"Σκαφηφόροι: <person TLG=""0029"">Δείναρχος</person> ἐν τῷ κατὰ Ἀγασικλέους φησὶν ""οἳ ἀντὶ σκαφηφόρων ἔφηβοι εἰς τὴν ἀκρόπολιν ἀναβήσονται, οὐχ ὑμῖν ἔχοντες χάριν τῆς πολιτείας, ἀλλὰ τῷ τούτου ἀργυρίῳ,"" ἀντὶ τοῦ μέτοικοι· οὗτοι γὰρ ἐσκαφηφόρουν Ἀθήνησι. Δημήτριος γοῦν ἐν γ Νομοθεσίας φησὶν ὅτι προσέταττεν ὁ νόμος τοῖς μετοίκοις ἐν ταῖς πομπαῖς αὐτοὺς μὲν σκάφας φέρειν, τὰς δὲ θυγατέρας αὐτῶν ὑδρεῖα καὶ σκιάδια. διείλεκται περὶ τούτων καὶ Θεόφραστος ἐν ι Νόμων.","sigma,544"
urn:cts:greekLit:tlg1389.tlg001.dc3:σκαφίον,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.skafion,"Σκαφίον: <person TLG=""0028"">Ἀντιφῶν</person> ἐν τῇ πρὸς τὴν Δημοσθένους γραφὴν ἀπολογίᾳ. ὅτι δὲ τὸ σκαφίον εἶδος κουρᾶς καὶ <person TLG=""0019"">Ἀριστοφάνης</person> Γήρᾳ.","sigma,545"
urn:cts:greekLit:tlg1389.tlg001.dc3:σκευοποιοῦντα_τὸ_πρᾶγμα,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.skeuopoiounta_to_pragma,"Σκευοποιοῦντα τὸ πρᾶγμα: <person TLG=""0030"">Ὑπερείδης</person> ἐν τῷ κατὰ Μαντιθέου ἀντὶ τοῦ σκευωρούμενον καὶ κατασκευάζοντα καὶ πλαττόμενον.","sigma,563"
urn:cts:greekLit:tlg1389.tlg001.dc3:σκηνίτης,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.skenites,"Σκηνίτης: <person TLG=""0010"">Ἰσοκράτης</person> <work TLG=""0010.005"">Τραπεζιτικῷ</work> ""Πυθόδωρον γὰρ τὸν σκηνίτην καλούμενον."" ἔοικεν ἐπώνυμον εἶναι. μήποτε δὲ ὡς ἀγοραῖον καλούμενον, ἐπειδὴ ἐν σκηναῖς ἐπιπράσκετο πολλὰ τῶν ὠνίων.","sigma,570"
urn:cts:greekLit:tlg1389.tlg001.dc3:σκηνὴν_δὲ_ἣν_ἔχουσιν,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.skenen_de_en_echousin_oude_gar_tauten_labontes_anaferousi,"<q TLG=""0014.041.11"">Σκηνὴν δὲ ἣν ἔχουσιν, οὐδὲ γὰρ ταύτην λαβόντες ἀναφέρουσι</q>: <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.041"">πρὸς Σπουδίαν</work>. ἔοικε δὲ σκεῦός τι εἶναι, ὅπερ οἱ μὲν κόσμον τινὰ γυναικεῖον εἶναί φασιν, οἱ δὲ σκιάδιον.","sigma,570"
urn:cts:greekLit:tlg1389.tlg001.dc3:σκῆψις,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.skepsis,"<place pleiades=""550890"">Σκῆψις</place>: <person TLG=""0014"">Δημοσθένης</person> <work TLG=""0014.023"">κατ’ Ἀριστοκράτους</work><ref TLG=""0014.023.154""/>. πόλις ἐστὶν ἐν Τροίᾳ, ἧς μνημονεύουσιν ἄλλοι τε καὶ <person TLG=""0536"">Ἔφορος</person> ἐν ιε.","sigma,590"
urn:cts:greekLit:tlg1389.tlg001.dc3:σκίαθος,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.skiathos,"Σκίαθος: <person TLG=""0014"">Δημοσθένης</person> Φιλιππικοῖς. νῆσός ἐστι πλησίον Εὐβοίας.",
urn:cts:greekLit:tlg1389.tlg001.dc3:σκιάποδες,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.skiapodes,"Σκιάποδες: <person TLG=""0028"">Ἀντιφῶν</person> ἐν τῷ περὶ ὁμονοίας. ἔθνος ἐστὶ Λιβυκόν. Κτησίας ἐν περίπλῳ Ἀσίας φησὶν ""ὑπὲρ δὲ τούτων Σκιάποδες, οἳ τούς τε πόδας οἵους οἱ χῆνες ἔχουσι κάρτα πλατέας, καὶ ὅταν θέρμη ᾖ, ὕπτιοι ἀναπεσόντες, ἄραντες τὰ σκέλη σκιάζονται τοῖς ποσίν.""","sigma,601"
urn:cts:greekLit:tlg1389.tlg001.dc3:σκίρον,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.skiron,"Σκίρον: <person TLG=""0034"">Λυκοῦργος</person> ἐν τῷ περὶ τῆς ἱερείας. Σκίρα ἑορτὴ παρ' Ἀθηναίοις, ἀφ' ἧς καὶ ὁ μὴν Σκιροφοριών. φασὶ δὲ οἱ γράψαντες περί τε μηνῶν καὶ ἑορτῶν τῶν Ἀθήνησιν, ὧν ἐστι καὶ Λυσιμαχίδης, ὡς τὸ σκίρον σκιάδιόν ἐστι μέγα, ὑφ' ᾧ φερομένῳ ἐξ ἀκροπόλεως εἴς τινα τόπον καλούμενον Σκίρον πορεύονται ἥ τε τῆς Ἀθηνᾶς ἱέρεια καὶ ὁ τοῦ Ποσειδῶνος ἱερεὺς καὶ ὁ τοῦ Ἡλίου· κομίζουσι δὲ τοῦτο Ἐτεοβουτάδαι. σύμβολον δὲ τοῦτο γίνεται τοῦ δεῖν οἰκοδομεῖν καὶ σκέπας ποιεῖν, ὡς τούτου τοῦ χρόνου ἀρίστου ὄντος πρὸς οἰκοδομίαν. καὶ Ἀθηνᾶν δὲ Σκιράδα τιμῶσιν Ἀθηναῖοι, ἣν <person TLG=""0583"">Φιλόχορος</person>  μὲν ἐν β Ἀτθίδος ἀπὸ Σκίρου τινὸς Ἐλευσινίου μάντεως κεκλῆσθαι, Πραξίων δὲ ἐν β Μεγαρικῶν ἀπὸ Σκίρωνος.","sigma,623"
urn:cts:greekLit:tlg1389.tlg001.dc3:σκιράφια,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.skirafia,"Σκιράφια: <person TLG=""0029"">Δείναρχος</person> ἐν τῷ κατὰ Προξένου. σκιράφια ἔλεγον τὰ κυβευτήρια, ἐπειδὴ διέτριβον ἐν Σκίρῳ οἱ κυβεύοντες, ὡς <person TLG=""0566"">Θεόπομπος</person> ἐν τῇ ν ὑποσημαίνει.","sigma,620"
urn:cts:greekLit:tlg1389.tlg001.dc3:σκυθικαί,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.skuthikai,"Σκυθικαί: <person TLG=""0540"">Λυσίας</person> ἐν τῷ ὑπὲρ Βακχίου καὶ Πυθαγόρου, εἰ γνήσιος. εἶδός τι ὑποδήματός εἰσιν αἱ Σκυθικαί. καὶ Ἀλκαῖος ἐν η 

<qverse>καὶ Σκυθικὰς ὑποδησάμενος.</qverse>",
urn:cts:greekLit:tlg1389.tlg001.dc3:σμικυθίων,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.smikuthion,"Σμικυθίων: <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.023"">κατ' Ἀριστοκράτους</work><ref TLG=""0014.023.169""/>. ὄνομα κύριον.","sigma,739"
urn:cts:greekLit:tlg1389.tlg001.dc3:σόλοι,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.soloi,"Σόλοι: <person TLG=""0010"">Ἰσοκράτης</person> <work TLG=""0010.015"">Εὐαγόρᾳ</work>. Σόλοι ἡ μὲν Κυπρικὴ πόλις, ἡ δὲ τῆς Κιλικίας, ὡς ἄλλοι τε ἱστοροῦσι καὶ <person TLG=""0536"">Ἔφορος</person> ἐν τῇ ε.","sigma,781"
urn:cts:greekLit:tlg1389.tlg001.dc3:σπάρτωλος,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.spartolos,"<place pleiades =""491729"">Σπάρτωλος</place>: <person TLG=""0028"">Ἀντιφῶν</person> ἐν τῷ ἐπιγραφομένῳ 'ἐπιτροπικὸς Τιμοκράτει.' πόλις ἐστὶ <place pleiades=""491554"">τῆς Βοττικῆς</place> <place pleiades =""491729"">ἡ Σπάρτωλος</place>.","sigma,909"
urn:cts:greekLit:tlg1389.tlg001.dc3:σπερμολόγος,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.spermologos,"Σπερμολόγος: <person TLG=""0014"">Δημοσθένης</person> <work TLG=""0014.018"">ὑπὲρ Κτησιφῶντος</work><ref TLG=""0014.018.127""/>. λέγεταί τι μικρὸν ὀρνιθάριον κολοιῶδες σπερμολόγος, ὠνομασμένον, ὡς ἔοικεν, ἀπὸ τοῦ τὰ σπέρματα ἀναλέγειν, οὗ μνημονεύει <person TLG=""0019"">Ἀριστοφάνης</person> ἐν <work TLG=""0019.024"">Ὄρνισι</work><ref TLG=""0019.024.579""/>. λέγεται οὖν ἀπὸ τούτου ὁ εὐτελὴς καὶ εὐκαταφρόνητος ἄνθρωπος καὶ ἴσως ἀπὸ τῶν ἀλλοτρίων διαζῶν σπερμολόγος.","sigma,922"
urn:cts:greekLit:tlg1389.tlg001.dc3:στασιώτης,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.stasiotes,"Στασιώτης: <person TLG=""0028"">Ἀντιφῶν</person> ἐν τῷ περὶ τῆς μεταστάσεως ""περὶ τοίνυν ὧν Ἀπόληξις κατηγόρηκεν, ὡς στασιώτης ἦν ἐγὼ καὶ ὁ πάππος ὁ ἐμός."" ἔοικε νῦν ὁ ῥήτωρ ἰδίως ἐπὶ τοῦ δορυφόρου κεχρῆσθαι τῷ ὀνόματι· ἐν γοῦν τοῖς ἑξῆς φησιν ὅτι οὐκ ἂν τοὺς μὲν τυραννοῦντας ἠδυνήθησαν οἱ πρόγονοι κολάσαι, τοὺς δὲ δορυφόρους ἠδυνάτησαν.","sigma,1006"
urn:cts:greekLit:tlg1389.tlg001.dc3:σταφυλοβολεῖον,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.stafuloboleion,"Σταφυλοβολεῖον: <person TLG=""0017"">Ἰσαῖος</person> ἐν τῷ κατὰ Διοκλέους. ἔστι δὲ τὸ καλούμενον πατητήριον, ὡς <person TLG=""1125"">Ἀνδροτίων</person> ἢ Φίλιππος ἐν τῷ Γεωργικῷ.","sigma,1012"
urn:cts:greekLit:tlg1389.tlg001.dc3:στεφανηφόρος,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.stefaneforos,"Στεφανηφόρος: <person TLG=""0028"">Ἀντιφῶν</person> ἐν τῷ πρὸς Νικοκλέα. Στεφανηφόρου ἡρῷον, ὡς ἔοικεν, ἦν ἐν ταῖς Ἀθήναις. εἴη δ' ἂν ὁ Στεφανηφόρος ἤτοι τῶν Ἡρακλέους υἱέων εἷς τῶν γενομένων ἐκ τῶν Θεστίου θυγατέρων, οὗ μνημονεύει <person TLG=""0539"">Ἑλλάνικος</person> ἐν ι Φορωνίδος· ἢ μήποτε τοῦ Ἀττικοῦ Στεφανηφόρου τὸ ἡρῷον ἦν, οὗ πάλιν ὁ αὐτὸς <person TLG=""0539"">Ἑλλάνικος</person> ἐν β Ἀτθίδος μέμνηται.","sigma,1066"
urn:cts:greekLit:tlg1389.tlg001.dc3:στεφανῶν_τοὺς_νενικηκότας,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.stefanon_tous_nenikekotas,"Στεφανῶν τοὺς νενικηκότας: <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.019"">κατ' Αἰσχίνου</work> ἀντὶ τοῦ τιμῶν. καὶ <person TLG=""0034"">Λυκοῦργος</person> ἐν τῷ περὶ διοικήσεώς φησιν ""ἀλλὰ μὴν καὶ Καλλισθένην ρ μναῖς ἐστεφανώσατε."" καὶ παρ' ἄλλοις ἐπὶ ταύτης τῆς ἐννοίας τὸ στεφανοῦν, ὡς παρά τε Θεοπόμπῳ ἐν νζ καὶ Μενάνδρῳ ἐν Αὑτὸν πενθοῦντι.","sigma,1071"
urn:cts:greekLit:tlg1389.tlg001.dc3:στειριεύς,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.steirieus,"Στειριεύς: <person TLG=""0030"">Ὑπερείδης</person> κατ' Ἀρχεστρατίδου. δῆμος φυλῆς τῆς Πανδιονίδος ἡ Στειριά.","sigma,1118"
urn:cts:greekLit:tlg1389.tlg001.dc3:στρατεία_ἐν_τοῖς_ἐπωνύμοις,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.strateia_en_tois_eponumois,"Στρατεία ἐν τοῖς ἐπωνύμοις: <person TLG=""0026"">Αἰσχίνης</person> ἐν τῷ <work TLG=""0026.002"">περὶ τῆς πρεσβείας</work>. τίς ἦν ἡ ἐν τοῖς ἐπωνύμοις στρατεία δεδήλωκεν <person TLG=""0086"">Ἀριστοτέλης</person> ἐν <work TLG=""0086.003"">Ἀθηναίων πολιτείᾳ</work> λέγων <q TLG=""0086.003.53.4"">εἰσὶ γὰρ ἐπώνυμοι ι μὲν οἱ τῶν φυλῶν, β δὲ καὶ μ οἱ τῶν ἡλικιῶν. οἱ δὲ ἔφηβοι ἐγγραφόμενοι πρότερον μὲν εἰς λελευκωμένα γραμματεῖα ἐνεγράφοντο, καὶ ἐπεγράφοντο αὐτοῖς ὅ τε ἄρχων ἐφ' οὗ ἐνεγράφησαν καὶ ὁ ἐπώνυμος ὁ τῷ προτέρῳ ἔτει δεδιητηκώς· νῦν δὲ εἰς τὴν βουλὴν ἀναγράφονται.</q> καὶ μετ' ὀλίγα <q TLG=""0086.003.53.7"">χρῶνται δὲ τοῖς ἐπωνύμοις καὶ πρὸς τὰς στρατείας, καὶ ὅταν ἡλικίαν ἐκπέμπωσι, προγράφουσιν ἀπὸ τίνος ἄρχοντος ἐπωνύμου μέχρι τίνος δεῖ στρατεύεσθαι.</q> διείλεκται περὶ τούτων καὶ <person TLG=""0583"">Φιλόχορος</person>  ἐν δ τῆς Ἀτθίδος.","sigma,1165"
urn:cts:greekLit:tlg1389.tlg001.dc3:στρατηγοί,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.strategoi,"Στρατηγοί: <person TLG=""0014"">Δημοσθένης</person> Φιλιππικοῖς. οἱ καθ' ἕκαστον ἐνιαυτὸν χειροτονούμενοι στρατηγοὶ ι ἦσαν, ὡς μαθεῖν ἔστιν ἔκ τε τῶν Ὑπερείδου κατ' Αὐτοκλέους καὶ ἐκ τῆς <work TLG=""0086.003"">Ἀθηναίων πολιτείας</work> Ἀριστοτέλους.",
urn:cts:greekLit:tlg1389.tlg001.dc3:στράβαξ,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.strabax,Στράβαξ: ὄνομα κύριον.,
urn:cts:greekLit:tlg1389.tlg001.dc3:στρέψα,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.strepsa,"<place pleiades=""491732"">Στρέψα</place>: <person TLG=""0026"">Αἰσχίνης</person> ἐν τῷ <work TLG=""0026.002"">περὶ τῆς πρεσβείας</work>. πόλις ἐστὶ τῆς Θρᾴκης, ὡς <person TLG=""0539"">Ἑλλάνικος</person> ἐν β Περσικῶν ὑποσημαίνει. οἱ δὲ πολῖται <place pleiades=""491732"">τῆς Στρέψης</place> καλοῦνται Στρεψαῖοι.","sigma,1197"
urn:cts:greekLit:tlg1389.tlg001.dc3:στρεπτούς,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.streptous,"Στρεπτούς: <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.018"">ὑπὲρ Κτησιφῶντος</work><ref TLG=""0014.018.260""/>. πλακοῦντος εἶδός ἐστιν οἱ στρεπτοὶ, ὡς καὶ παρ' ἑτέροις.","sigma,1194"
urn:cts:greekLit:tlg1389.tlg001.dc3:στρομβιχίδης,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.strombichides,"Στρομβιχίδης: <person TLG=""0540"">Λυσίας</person> ἐν τῷ ὑπὲρ Δεξιοῦ ἀποστασίου. ὄνομα κύριον.","sigma,1210"
urn:cts:greekLit:tlg1389.tlg001.dc3:στρούθης,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.strouthes,"Στρούθης: <person TLG=""0540"">Λυσίας</person> ἐν τῷ κατὰ Θρασυβούλου. σατράπης τις βασιλέως ἦν.","sigma,1213"
urn:cts:greekLit:tlg1389.tlg001.dc3:στροφάδες_νῆσοι,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.strofades_nesoi,"Στροφάδες νῆσοι: <person TLG=""0029"">Δείναρχος</person> Τυρρηνικῷ. νῆσοί τινές εἰσι μεταξὺ Ζακύνθου καὶ Ἤλιδος κείμεναι.",
urn:cts:greekLit:tlg1389.tlg001.dc3:στρύμη,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.strume,"Στρύμη: <person TLG=""0014"">Δημοσθένης</person> ἐν τῷ <work TLG=""0014.050"">περὶ τοῦ τριηραρχήματος</work>. Ἡρακλείδης ἢ Φιλοστέφανος ἐν τῷ περὶ νήσων φησὶν ""ἀποικίαι δέ εἰσι Θασίων ἐπὶ τῆς Θρᾴκης Γαληψὸς καὶ Στρύμη ἡ νῆσος."" ἔστι δὲ ἐμπόριον Θασίων. μνημονεύει τῶν Θασίων πρὸς Μαρωνείτας περὶ τῆς Στρύμης ἀμφισβητήσεως <person TLG=""0583"">Φιλόχορος</person>  ἐν ε, Ἀρχίλοχον ἐπαγόμενος μάρτυρα.","sigma,1231"
urn:cts:greekLit:tlg1389.tlg001.dc3:στύραξ,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.sturax,"Στύραξ: <person TLG=""0540"">Λυσίας</person> ἐν τῷ κατὰ Λυσιθέου. στύραξ καλεῖται τὸ κάτω τοῦ δόρατος τραχήλιον, ὃ καταπηγνύειν εἰς τὴν γῆν εἰώθασιν, ὡς <person TLG=""0003"">Θουκυδίδης</person> πού φησι <q TLG=""0003.001.2.4.3"">στυρακίῳ ἀκοντίου ἀντὶ βαλάνου χρησάμενος εἰς τὸν μοχλόν.</q>","sigma,1262"
urn:cts:greekLit:tlg1389.tlg001.dc3:στρωτήρ,urn:cts:greekLit:tlg1389.tlg001.perseus-grc1:s.stroter,"Στρωτήρ: <person TLG=""0034"">Λυκοῦργος</person> κατ' Ἰσχυρίου. τὰ μικρὰ δοκίδια τὰ ἐπάνω τῶν δουροδόκων τιθέμενα στρωτῆρας ἔλεγον, ὥς φησι <person TLG=""1312"">Δίδυμος</person>. ἔστι τοὔνομα καὶ ἐν Βαβυλωνίοις Ἀριστοφάνους.",
